"GeneID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Description","GeneSymbol","Synonym"
"Os08g0542700",283.442753103368,2.79845500832727,0.269719795863373,10.375415713813,3.20813010510962e-25,5.13155839989033e-24,"","Os08g0542700",""
"Os08g0544101",5.77759984883551,2.46331417689376,0.880580089133524,2.79737664670299,0.00515194356631532,0.011405441899803,"","Os08g0544101",""
"Os08g0544400",68.0981798247348,3.09112668705472,0.412309790263736,7.49709747391023,6.5246460672039e-14,5.21319431174173e-13,"","OsABCG45",""
"Os08g0545200",672.458087055096,1.05288809606688,0.191087003586561,5.50999322981131,3.58847500556821e-08,1.6967871223848e-07,"","OsDH1",""
"Os08g0546100",74.7022237291116,1.81778095557829,0.43894855050655,4.1412164443431,3.45468766151314e-05,0.00011233175352928,"","OsBAG2",""
"Os08g0546300",13.2352006680778,2.948864544468,0.663274971809373,4.44591560031834,8.75183060599502e-06,3.0893874757763e-05,"","Osc4",""
"Os08g0546700",904.017747673849,1.16374813277535,0.216845329713134,5.3667198381209,8.01814557769776e-08,3.64123154286322e-07,"","OsRhmbd14",""
"Os08g0546800",645.972212271854,2.2535857387975,0.303241400873873,7.43165587648378,1.07246517951131e-13,8.40900941542779e-13,"","HSFB2B","HSF2"
"Os08g0549000",316.701808726426,1.10994275793569,0.325763874596648,3.40720025911403,0.000656329527312336,0.00174558573402938,"","OsGL1A",""
"Os08g0550400",814.222304057225,1.04499851389363,0.248655779380737,4.2025908929048,2.63877238156372e-05,8.73375144242645e-05,"","Os08g0550400",""
"Os08g0550600",1.82240956884762,4.015266625126,1.60132890964525,2.50745902415234,0.0121602679818754,0.0247551523939632,"","OsCHX02",""
"Os08g0550700",18.7094927526018,5.93833193923498,1.17215901107253,5.06614877601069,4.05944690516982e-07,1.70418359826148e-06,"","OsSAUR36",""
"Os08g0557800",117.223312739482,4.57552459765372,0.365529168843983,12.5175361849348,5.98647074677342e-36,1.57292455665753e-34,"","Os08g0557800",""
"Os08g0558100",505.994679698909,1.76408708036634,0.329573045303329,5.35264368705496,8.66784246863513e-08,3.92476485463035e-07,"","Os08g0558100",""
"Os08g0559501",54.7884991428821,1.90077361293705,0.312640160049942,6.07974872016894,1.20371033030019e-09,6.62228954571261e-09,"","Os08g0559501",""
"Os08g0559600",487.446967680883,1.86579022740875,0.149217134811049,12.5038604297782,7.11122753291412e-36,1.85859582893474e-34,"","Dad",""
"Os08g0559800",11.7192551981941,2.06048842830196,0.575137375471106,3.58260220284618,0.000340188451945436,0.000947700615454471,"","Os08g0559800",""
"Os08g0561700",10379.8446445233,1.27774119039704,0.248132626163256,5.14942839300932,2.61281499581627e-07,1.12099943119203e-06,"","OsSOD4",""
"Os09g0103400",35.6169921170011,1.40550651257351,0.3606298740373,3.89736573079394,9.72447055802256e-05,0.000295708403308941,"","miR2055",""
"Os09g0109600",1470.65160550083,7.35296102583681,0.260910072913557,28.1819745160738,9.72615243438915e-175,7.53077746458937e-172,"","OsDSSR1",""
"Os09g0110300",254.482864599453,1.34803957227768,0.197298958822164,6.83247179977637,8.34638172302796e-12,5.59973733960097e-11,"","OsCYL4",""
"Os09g0115400",694.205659314671,1.49106461630901,0.178611364874704,8.34809485586202,6.93728517714718e-17,6.9196906132921e-16,"","OsPABPC1",""
"Os09g0120033",22.5421110474771,5.17463771821138,0.995293783868071,5.19910583395876,2.0024948970781e-07,8.72289311970886e-07,"","Os09g0120033",""
"Os09g0121900",11.472747801326,1.682110592622,0.551991262681268,3.04735003313501,0.00230868694302281,0.00549969583571544,"","Os09g0121900",""
"Os09g0124200",18.7854759924591,1.49692143095859,0.534805699371365,2.79900052059681,0.00512610548072634,0.0113583898672828,"","Os09g0124200",""
"Os09g0124300",602.633566897393,1.07671619884991,0.16064446102031,6.70247945065333,2.0491239965304e-11,1.32943559209306e-10,"","Os09g0124300",""
"Os09g0125900",9.48375031733682,2.03793429084796,0.662550921393214,3.07589081087169,0.00209874686253771,0.00505056828021532,"","OsABCG19",""
"Os09g0126250",23.1203878417469,1.4021401449007,0.513326445742371,2.73147849001414,0.00630508566231779,0.013677211298831,"","Os09g0126250",""
"Os09g0127700",66.0920087075513,9.19766109718421,1.06005566271668,8.6765831462215,4.07836605197515e-18,4.42617939858906e-17,"","Os09g0127700",""
"Os09g0128400",2785.23605401827,3.07175103820671,0.284869103988661,10.783026292416,4.14035696391842e-27,7.24986745547751e-26,"","Os09g0128400",""
"Os09g0135100",130.167780247157,1.22520453543452,0.279367709404827,4.38563403782324,1.15648416885053e-05,4.01722578068324e-05,"","Os09g0135100",""
"Os09g0243200",9.90759133626716,4.99814173823672,1.12441780444619,4.44509302367234,8.78538446321976e-06,3.10079018298e-05,"","Os09g0243200",""
"Os09g0246200",696.919838668699,1.555821380233,0.173950105554969,8.94406689360328,3.75105319283843e-19,4.31876602969135e-18,"","OsRpoTm",""
